OBJECTID_1,OBJECTID,JOIN_COUNT,TARGET_FID,ID,AREA,PERIMETER,PRECINCT_,CONGRESS,LEGIS,COUNCIL,BDED,ELECT,DASH_LABEL,DANDP,DISTRICT,PRECINCT,SHAPE_LENG,OBJECTID_12,FacType,Label,ObjectID_12_13,X,Y,District_P,Building_N,Location,x_lat,y_lat,city_state,street_add,POLL_X,SHAPE_Length,SHAPE_Area,POLL_Y
191,188,1,187,0,55374823.0443,41125.1958311,85,6,17,3,2, 9,09-02,09002,09,02,41125.1961924,86,HIGH SCHOOLS,09-02 Gaithersburg HS,88,1256885.12497407,534753.125019073,09-02,Gaithersburg HS, 101 Education Blvd Gaithersburg MD 20877,-77.1954776182999,39.1348394458001,Gaithersburg MD 20877,101 Education Blv,-77.1954776182999,41125.196192447,55374822.4289219,39.1348394458001
192,191,1,190,0,126149121.614,67528.6531306,82,6,19,3,5, 4,04-34,04034,04,34,67528.6537979,169,PRIVATE,04-34 Shady Grove Presbyterian,187,1270956.83282515,534288.788605615,04-34,Shady Grove Presbyterian Church, 16911 Redland Rd Derwood MD 20855,-77.1458665745339,39.1336367914695,DERWOOD MD 20855,16911 REDLAND RD,-77.1458665745339,67528.6537978269,126149121.73613,39.1336367914695
193,192,1,191,0,214906193.069,92275.6497597,81,3,14,5,5, 5,05-18,05018,05,18,92275.6494579,59,ELEMENTARY SCHOOLS,05-18 Burtonsville ES,194,1330375.25012717,526153.437482029,05-18,Burtonsville ES, 15516 Old Columbia Pike Burtonsville MD 20866,-76.9364158921001,39.1113736951,BURTONSVILLE MD 20866,15516 OLD COLUMBIA PIKE,-76.9364158921001,92275.6494578904,214906192.61499,39.1113736951
194,193,1,192,0,191103235.704,65661.8061233,80,6,15,2,2, 6,06-01,06001,06,01,65661.8063146,93,ELEMENTARY SCHOOLS,06-01 Jones Lane ES,190,1236941.47235163,523338.496472269,06-01,Jones Lane ES, 15110 Jones Ln Gaithersburg MD 20878,-77.2656696975528,39.1033609455114,GAITHERSBURG MD 20878,15110 JONES LN,-77.2656696975528,65661.8063146731,191103235.421535,39.1033609455114
195,194,1,193,0,35750276.686,26945.8423684,79,3,14,4,5, 8,08-09,08009,08,09,26945.8422912,45,ELEMENTARY SCHOOLS,08-09 Cashell ES,81,1287963.15431897,535606.529321909,08-09,Cashell ES, 17101 Cashell Rd Rockville MD 20853,-77.0859177884,39.1373140735,Rockville MD 20853,17101 Cashell Rd,-77.0859177884,26945.8422912448,35750277.1019912,39.1373140735
196,195,1,194,0,24520921.3098,26932.4717119,78,6,19,3,2, 9,09-36,09036,09,36,26932.4717361,84,MIDDLE SCHOOLS,09-36 Shady Grove MS,107,1266202.99990654,537763.500129238,09-36,Shady Grove MS, 8100 Midcounty Hwy Gaithersburg MD 20877,-77.1626472824,39.1431549327,Gaithersburg MD 20877,8100 Midcounty Hwy,-77.1626472824,26932.471736095,24520921.2497844,39.1431549327
197,196,1,195,0,30966500.1004,28519.2824437,77,6,19,3,2, 9,09-14,09014,09,14,28519.2822037,189,PRIVATE,09-14 Neighborhood Church (Derwood Alliance),212,1269192.8416137,531602.752389506,09-14,Neighborhood  Church (Derwood Alliance), 16501 Redland Rd Rockville MD 20855,-77.152069472718,39.1262540687153,ROCKVILLE MD 20855,16501 REDLAND RD,-77.152069472718,28519.2822037216,30966500.136354,39.1262540687153
198,198,1,197,0,47426393.5875,32927.955844,75,6,17,3,2, 9,09-16,09016,09,16,32927.956122,190,PRIVATE,09-16 WSSC Depot,248,1254297.94854218,536435.893321112,09-16,WSSC Gaithersburg Depot, 111 W Diamond Ave Gaithersburg MD 20877,-77.2046117405842,39.1394440992411,GAITHERSBURG MD 20877,111 W DIAMOND AVE,-77.2046117405842,32927.9561220559,47426393.2898173,39.1394440992411
199,199,1,198,0,20484202.3058,22289.2608922,74,6,17,3,2, 9,09-03,09003,09,03,22289.2610005,96,ELEMENTARY SCHOOLS,09-03 Brown Station ES,86,1246913.25017822,536230.999848351,09-03,Brown Station ES, 851 Quince Orchard Blvd Gaithersburg MD 20878,-77.230645581866,39.1388332068543,Gaithersburg MD 20878,851 Quince Orchard Blv,-77.230645581866,22289.2610003941,20484202.371842,39.1388332068543
200,202,1,201,0,15487719.3378,17843.5612423,71,3,14,4,5, 8,08-10,08010,08,10,17843.5614143,188,MIDDLE SCHOOLS,08-10 William H. Farquhar MS,213,1299857.93099418,535269.999879166,08-10,William H. Farquhar MS, 17017 Batchellors Forest Rd Olney MD 20832,-77.0439818386602,39.1364133298293,OLNEY MD 20832,17017 BATCHELLORS FOREST RD,-77.0439818386602,17843.5614142752,15487719.236121,39.1364133298293
201,203,1,202,0,89285991.5921,49432.7962458,70,6,39,3,2, 6,06-03,06003,06,03,49432.7975318,100,MIDDLE SCHOOLS,06-03 Ridgeview MS,49,1241621.49998611,532174.187631458,06-03,Ridgeview MS, 16600 Raven Rock Dr Gaithersburg MD 20878,-77.249263077,39.127656608,Gaithersburg MD 20878,16600 Raven Rock Dr,-77.249263077,49432.7975318991,89285991.8618415,39.127656608
202,204,1,203,0,12401277.0497,18355.6273416,69,6,17,3,1, 9,09-28,09028,09,28,18355.627747,192,PRIVATE,09-28 Asbury 417 Comm Bldg,214,1255348.0414308,540404.083121389,09-28,Asbury 417 Community Building, 417 Russell Ave Gaithersburg MD 20877,-77.2009403005864,39.1503455686447,GAITHERSBURG MD 20877,417 RUSSELL AVE,-77.2009403005864,18355.627746969,12401277.1751449,39.1503455686447
203,206,1,205,0,21021794.9583,19032.0917051,67,6,19,4,1, 9,09-04,09004,09,04,19032.0917275,54,ELEMENTARY SCHOOLS,09-04 Mill Creek Towne ES,90,1268713.87503532,538948.999979064,09-04,Mill Creek Towne ES, 17700 Park Mill Dr Rockville MD 20855,-77.1538014463999,39.1464217940001,Rockville MD 20855,17700 Park Mill Dr,-77.1538014463999,19032.091727489,21021794.9944251,39.1464217940001
204,207,1,206,0,24102594.5209,24955.5203468,66,6,39,2,2, 6,06-10,06010,06,10,24955.5205466,70,ELEMENTARY SCHOOLS,06-10 Great Seneca Creek ES,55,1235883.99526002,541212.566671267,06-10,Great Seneca Creek ES, 13010 Dairymaid Dr Germantown MD 20874,-77.2695820686825,39.1524276139226,Germantown MD 20874,13010 Dairymaid Dr,-77.2695820686825,24955.5205465546,24102594.6426898,39.1524276139226
205,236,1,235,0,31455570.5969,31261.193675,37,6,15,2,1, 2,02-04,02004,02,04,31261.192959,69,ELEMENTARY SCHOOLS,02-04 Lake Seneca ES,101,1232069.20830537,552506.000063673,02-04,Lake Seneca ES, 13600 Wanegarden Dr Germantown MD 20874,-77.2831575309713,39.1834029155476,Germantown MD 20874,13600 Wanegarden Dr,-77.2831575309713,31261.1929590108,31455570.2485754,39.1834029155476
206,237,1,236,0,23164917.5138,20503.4118363,36,6,39,2,1, 9,09-09,09009,09,09,20503.4114342,9,ELEMENTARY SCHOOL,09-09 Whetstone ES,249,1256561.00001757,548143.000094473,09-09,Whetstone Elementary School,19201 Thomas Farm Rd Gaithersburg MD 20879,-77.1967220115698,39.1716007133686,Gaithersburg MD 20879,19201 Thomas Farm Rd,-77.1967220115698,20503.4114342101,23164917.723079,39.1716007133686
207,238,1,237,0,72543991.9574,66915.2128139,35,3,14,4,5, 8,08-02,08002,08,02,66915.2125493,27,ELEMENTARY SCHOOLS,08-02 Greenwood ES,76,1293998.72079112,545822.105669096,08-02,Greenwood ES, 3336 Gold Mine Rd Brookeville MD 20833,-77.0646647398608,39.1653756491703,Brookeville MD 20833,3336 Gold Mine Rd,-77.0646647398608,66915.2125493028,72543992.0656758,39.1653756491703
208,239,1,238,0,38588549.5978,31206.540281,6,6,39,4,1, 1,01-06,01006,01,06,32350.1488479,163,PRIVATE,01-06 Laytonsville Golf Course,178,1271544.90440564,557405.164257586,01-06,Laytonsville Golf Course, 7130 Dorsey Rd Laytonsville MD 20882,-77.1439218998815,39.1971074336539,GAITHERSBURG MD 20882,7130 DORSEY RD,-77.1439218998815,32350.1488479474,26290344.2565879,39.1971074336539
209,243,1,242,0,30431363.2857,27369.0896897,30,6,39,2,1, 9,09-12,09012,09,12,27369.0893248,105,HIGH SCHOOLS,09-12 Watkins Mill HS,95,1251152.62501648,552659.187520593,09-12,Watkins Mill HS, 10301 Apple Ridge Rd Gaithersburg MD 20879,-77.2158362049999,39.183966701,Gaithersburg MD 20879,10301 Apple Ridge Rd,-77.2158362049999,27369.0893248156,30431363.0604239,39.183966701
210,244,1,243,0,16149408.3233,21478.0354618,29,6,15,2,1, 2,02-05,02005,02,05,21478.0349262,72,MIDDLE SCHOOLS,02-05 Martin Luther King MS,102,1231515.74995162,551600.749947399,02-05,Dr Martin Luther King MS, 13737 Wisteria Dr Germantown MD 20874,-77.2851000470999,39.1809127605001,Germantown MD 20874,13737 Wisteria Dr,-77.2851000470999,21478.0349262785,16149408.2859597,39.1809127605001
211,245,1,244,0,42080020.1029,48788.1419617,28,6,39,2,1, 9,09-30,09030,09,30,48788.1428043,79,ELEMENTARY SCHOOLS,09-30 Capt James E Daly ES,103,1246452.62507349,554683.062460572,09-30,Capt James E Daly ES, 20301 Brandermill Dr Germantown MD 20876,-77.232435198,39.1894917072001,Germantown MD 20876,20301 Brandermill Dr,-77.232435198,48788.1428043243,42080020.3349892,39.1894917072001
212,248,1,247,0,175450851.724,69932.8439387,25,6,19,4,1, 1,01-05,01005,01,05,69932.8445,162,PRIVATE,01-05 Agricultural History Farm Park,179,1274444.21006267,545507.756569222,01-05,Agricultural History Farm Park, 18400 Muncaster Rd Derwood MD 20855,-77.1336302688923,39.1644542640007,DERWOOD MD 20855,18400 MUNCASTER RD,-77.1336302688923,69932.8445000089,175450852.28466,39.1644542640007
213,249,1,248,0,153955441.742,59521.2576537,24,3,14,4,5, 8,08-05,08005,08,05,59521.2573046,24,ELEMENTARY SCHOOLS,08-05 Belmont ES,80,1293395.9999394,550632.374934822,08-05,Belmont ES, 19528 Olney Mill Rd Olney MD 20832,-77.0668029032,39.1785814737,Olney MD 20832,19528 Olney Mill Rd,-77.0668029032,59521.2573045695,153955441.636994,39.1785814737
214,251,1,250,0,665095235.217,154826.256294,22,6,15,1,1, 3,03-01,03001,03,01,154826.256584,28,ELEMENTARY SCHOOLS,03-01 Poolesville ES,9,1196785.37503546,538299.437421724,03-01,Poolesville ES, 19565 Fisher Ave Poolesville MD 20837,-77.4074075373999,39.1440313164001,Poolesville MD 20837,19565 Fisher Ave,-77.4074075373999,154826.256584238,665095235.790662,39.1440313164001
215,252,1,251,0,128170237.659,58917.9539806,21,6,14,2,1, 1,01-02,01002,01,02,58917.9537299,107,ELEMENTARY SCHOOLS,01-02 Goshen ES,1,1261349.62497918,556427.437374622,01-02,Goshen ES, 8701 Warfield Rd Gaithersburg MD 20882,-77.1798890433999,39.194373374,Gaithersburg MD 20882,8701 Warfield Rd,-77.1798890433999,58917.9537299448,128170237.717588,39.194373374
216,253,1,252,0,370739574.828,159716.709254,20,3,14,4,5, 8,08-07,08007,08,07,159716.709534,57,ELEMENTARY SCHOOLS,08-07 Sherwood ES,83,1302941.62497421,540065.750207886,08-07,Sherwood ES, 1401 Olney-Sandy Spring Rd Sandy Spring MD 20860,-77.0331164576,39.1495841588,Sandy Spring MD 20860,1401 Olney Sandy Spring Rd,-77.0331164576,159716.709534057,370739575.073433,39.1495841588
217,254,1,253,0,33850080.3542,26432.8787295,19,6,15,2,1, 2,02-11,02011,02,11,26432.8781813,214,ELEMENTARY SCHOOL,02-11 Wilson Wims ES,10,1238260.33421274,572405.298847601,02-11,Wilson Wims ES, 12520 Blue Sky Dr Clarksburg MD 20871,-77.261517573739,39.2380880968428,Clarksburg MD 20871,12520 Blue Sky Dr,-77.261517573739,26432.8781812996,33850080.5185826,39.2380880968428
218,246,1,245,0,32869250.6304,29833.2829095,27,6,15,2,1, 2,02-03,02003,02,03,29833.2829899,73,ELEMENTARY SCHOOLS,02-03 Waters Landing ES,46,1236197.49996583,554389.437584892,02-03,Waters Landing ES, 13100 Waters Landing Dr Germantown MD 20874,-77.2686132909,39.1886082714,Germantown MD 20874,13100 Waters Landing Dr,-77.2686132909,29833.2829898385,32869251.0443065,39.1886082714
219,247,1,246,0,42527657.6417,31478.4616718,26,6,39,2,1, 9,09-25,09025,09,25,31478.4618479,78,ELEMENTARY SCHOOLS,09-25 Dr Sally K Ride ES,100,1245071.25000836,560997.249904215,09-25,Dr Sally K Ride ES, 21301 Seneca Crossing Dr Germantown MD 20876,-77.2373667612,39.2068179297,Germantown MD 20876,21301 Seneca Crossing Dr,-77.2373667612,31478.4618478369,42527657.7850809,39.2068179297
220,250,1,249,0,67293293.3709,38504.4683063,23,6,39,2,1, 2,02-01,02001,02,01,38504.4685526,63,MIDDLE SCHOOLS,02-01 Rocky Hill MS,47,1237688.59044288,566504.272329167,02-01,Rocky Hill MS, 22401 Brick Haven Way Clarksburg MD 20871,-77.2634759958,39.2218821148001,Clarksburg MD 20871,22401 Brick Haven Way,-77.2634759958,38504.4685526041,67293293.3490205,39.2218821148001
221,240,1,239,0,34437103.5208,30915.6139677,33,6,39,2,1, 9,09-18,09018,09,18,30915.613508,80,ELEMENTARY SCHOOLS,09-18 Fox Chapel ES,97,1243601.68068446,548372.104263559,09-18,Fox Chapel ES, 19315 Archdale Rd Germantown MD 20876,-77.2424345010986,39.1721441537514,Germantown MD 20876,19315 Archdale Rd,-77.2424345010986,30915.6135079636,34437103.615313,39.1721441537514
222,241,1,240,0,16441817.2364,20811.1895741,32,6,39,2,1, 9,09-34,09034,09,34,20811.1898507,81,MIDDLE SCHOOLS,09-34 Neelsville MS,106,1244154.25013323,556364.875075012,09-34,Neelsville MS, 11700 Neelsville Church Rd Germantown MD 20876,-77.2405597451,39.1940928847001,Germantown MD 20876,11700 Neelsville Church Rd,-77.2405597451,20811.189850733,16441817.1398939,39.1940928847001
223,242,1,241,0,26896283.2621,29406.9450123,31,6,39,2,1, 1,01-03,01003,01,03,29406.9439349,161,PRIVATE,01-03 Gaithersburg Ch of Nazarene,171,1260148.99655919,556736.382406503,01-03,Gaithersburg Church of the Nazarene, 8921 Warfield Rd Gaithersburg MD 20882,-77.1841274839003,39.1952150307919,GAITHERSBURG MD 20882,8921 WARFIELD RD,-77.1841274839003,29406.9439348908,26896283.1460115,39.1952150307919
224,220,1,219,0,36446389.2703,35737.191981,53,6,17,3,1, 9,09-15,09015,09,15,35737.1909282,111,ELEMENTARY SCHOOLS,09-15 Watkins Mill ES,252,1252502.25005278,546556.875107482,09-15,Watkins Mill ES, 19001 Watkins Mill Rd Montgomery Village MD 20886,-77.2110251861999,39.1672209879001,MONTGOMERY VILLAGE MD 20886,19001 WATKINS MILL RD,-77.2110251861999,35737.1909281555,36446389.1210821,39.1672209879001
225,221,1,220,0,20591288.1177,21021.6103282,52,6,39,2,2, 9,09-26,09026,09,26,21021.6104157,68,ELEMENTARY SCHOOLS,09-26 Clopper Mill ES,166,1238127.7500235,543610.999884933,09-26,Clopper Mill ES, 18501 Cinnamon Dr Germantown MD 20874,-77.2616942413999,39.1590306504,Germantown MD 20874,18501 Cinnamon Dr,-77.2616942413999,21021.6104156057,20591288.2012366,39.1590306504
226,222,1,221,0,15173542.2629,19380.8465369,51,6,39,2,1, 9,09-21,09021,09,21,19380.8468903,83,MIDDLE SCHOOLS,09-21 Forest Oak MS,98,1260022.4999833,541565.750102371,09-21,Forest Oak MS, 651 Saybrooke Oaks Blvd Gaithersburg MD 20877,-77.1844656502998,39.1535621295,Gaithersburg MD 20877,651 Saybrooke Oaks Blv,-77.1844656502998,19380.8468902747,15173542.2570173,39.1535621295
227,224,1,223,0,18214840.9924,21990.9985872,49,6,39,2,1, 9,09-29,09029,09,29,21990.9979631,71,MIDDLE SCHOOLS,09-29 Roberto W Clemente MS,104,1242022.99985938,546074.06243062,09-29,Roberto W Clemente MS, 18808 Waring Station Rd Germantown MD 20874,-77.2479808748999,39.1658230520001,Germantown MD 20874,18808 Waring Station Rd,-77.2479808748999,21990.9979630596,18214840.7213515,39.1658230520001
228,225,1,224,0,11793252.7202,16995.2792762,48,6,39,2,2, 9,09-41,09041,09,41,16995.2793345,217,Elementary School,09-41 Germantown ES,111,1233958.15979861,547553.98018682,09-41,Germantown ES, 19110 Liberty Mill Rd Germantown MD 20874,-77.2764407857298,39.1698226835031,Germantown MD 20874,19110 Liberty Mill Road,-77.2764407857298,16995.2793345401,11793252.7863685,39.1698226835031
229,226,1,225,0,59925742.0467,44592.0443617,47,3,19,4,5, 8,08-12,08012,08,12,44592.0429889,25,FORMER,08-12 Rosa M Parks MS,85,1289314.00007159,548237.937449038,08-12,Rosa M Parks MS, 19200 Olney Mill Rd Olney MD 20832,-77.0811949527999,39.1719982569001,Olney MD 20832,19200 Olney Mill Rd,-77.0811949527999,44592.0429888,59925742.2504692,39.1719982569001
230,229,1,228,0,82277666.3865,52032.3269729,44,8,19,4,5, 8,08-04,08004,08,04,52032.3251993,56,ELEMENTARY SCHOOLS,08-04 Sequoyah ES,79,1278936.24996348,536334.562304392,08-04,Sequoyah ES, 17301 Bowie Mill Rd Derwood MD 20855,-77.1177456873,39.1392853217001,Derwood MD 20855,17301 Bowie Mill Rd,-77.1177456873,52032.3251992559,82277666.3408045,39.1392853217001
231,227,1,226,0,22430483.4029,28868.2947017,46,6,39,2,1, 9,09-05,09005,09,05,28868.2964592,109,MIDDLE SCHOOLS,09-05 Montgomery Village MS,250,1252959.12510957,548482.312600479,09-05,Montgomery Village MS, 19300 Watkins Mill Rd Montgomery Village MD 20886,-77.2094293659,39.1725103244001,MONTGOMERY VILLAGE MD 20886,19300 WATKINS MILL RD,-77.2094293659,28868.2964592508,22430483.7758037,39.1725103244001
232,228,1,227,0,28393232.5443,23120.8705645,45,6,15,2,2, 2,02-02,02002,02,02,23120.8701549,76,MIDDLE SCHOOLS,02-02 Kingsview MS,2,1231514.62511724,546227.749944791,02-02,Kingsview MS, 18909 Kingsview Rd Germantown MD 20874,-77.2850448312,39.1661607823,Germantown MD 20874,18909 Kingsview Rd,-77.2850448312,23120.8701549488,28393232.5894563,39.1661607823
233,231,1,230,0,27399132.6498,23799.4929187,42,6,39,2,1, 9,09-08,09008,09,08,23799.4919886,75,HIGH SCHOOLS,09-08 Seneca Valley HS,92,1237396.74993558,549463.625059724,09-08,Seneca Valley HS, 19401 Crystal Rock Dr Germantown MD 20874,-77.2643319443,39.1750937217001,Germantown MD 20874,19401 Crystal Rock Dr,-77.2643319443,23799.4919885535,27399132.4529205,39.1750937217001
234,233,1,232,0,38588549.5978,31206.540281,40,6,39,4,1, 1,01-04,01004,01,04,31206.5405966,106,ELEMENTARY SCHOOLS,01-04 Judith A Resnik ES,5,1269250.12492931,551752.249940515,01-04,Judith A Resnik ES, 7301 Hadley Farms Dr Gaithersburg MD 20879,-77.1519858022,39.181576738,Gaithersburg MD 20879,7301 Hadley Farms Dr,-77.1519858022,31206.5405966908,38588549.3966219,39.181576738
235,234,1,233,0,25586047.5061,29465.1553976,39,6,39,2,1, 9,09-11,09011,09,11,29465.1558901,110,ELEMENTARY SCHOOLS,09-11 Stedwick ES,254,1252460.87484784,549158.499936253,09-11,Stedwick ES, 10631 Stedwick Rd Montgomery Village MD 20886,-77.2111923448999,39.1743636993,MONTGOMERY VILLAGE MD 20886,10631 STEDWICK RD,-77.2111923448999,29465.1558901907,25586047.2470466,39.1743636993
236,235,1,234,0,25506343.1932,24441.3621903,38,6,39,2,1, 9,09-22,09022,09,22,24441.3623194,104,ELEMENTARY SCHOOLS,09-22 Strawberry Knoll ES,99,1260634.55555668,546018.659722731,09-22,Strawberry Knoll ES, 18820 Strawberry Knoll Rd Gaithersburg MD 20879,-77.1823387054806,39.1657913771164,Gaithersburg MD 20879,18820 Strawberry Knoll Rd,-77.1823387054806,24441.362319428,25506342.948616,39.1657913771164
237,255,1,254,0,10561879.3702,13133.5841632,18,6,15,2,1, 2,02-10,02010,02,10,13133.5843369,64,ELEMENTARY SCHOOLS,02-10 Little Bennett ES,8,1234304.47960906,575391.482190967,02-10,Little Bennett ES, 23930 Burdette Forest Rd Clarksburg MD 20871,-77.2755156069662,39.2462547883394,Clarksburg MD 20871,23930 Burdette Forest Rd,-77.2755156069662,13133.5843369117,10561879.5052083,39.2462547883394
238,256,1,255,0,122177809.6,62129.65056,17,6,39,2,1, 2,02-06,02006,02,06,62129.6499183,61,MIDDLE SCHOOLS,02-06 Hallie Wells MS,3,1244455.45040984,570324.040049806,02-06,Hallie Wells MS, 11701 Little Seneca Pkwy Clarksburg MD 20871,-77.2396262948016,39.2324206232809,Clarksburg MD 20871,11701 Little Seneca Pkw,-77.2396262948016,62129.6499182107,122177809.207045,39.2324206232809
239,260,1,259,0,112720413.956,55869.7154355,13,8,14,2,1,12,12-03,12003,12,03,55869.7175043,102,ELEMENTARY SCHOOLS,12-03 Woodfield ES,222,1256183.12509499,577712.374893263,12-03,Woodfield ES, 24200 Woodfield Rd Gaithersburg MD 20882,-77.1982813985,39.2527827289001,GAITHERSBURG MD 20882,24200 WOODFIELD RD,-77.1982813985,55869.7175044297,112720413.780479,39.2527827289001
240,261,1,260,0,1001983781.91,151478.064374,12,6,15,2,1,11,11-00,11000,11,00,151478.064294,30,ELEMENTARY SCHOOLS,11-00 Monocacy ES,119,1201042.37494132,567504.249932811,11-00,Monocacy ES, 18801 Barnesville Rd Dickerson MD 20842,-77.392841199,39.2242659060001,Dickerson MD 20842,18801 Barnesville Rd,-77.392841199,151478.064293859,1001983782.08053,39.2242659060001
241,262,1,261,0,276761880.571,105526.655555,11,3,14,4,1, 1,01-07,01007,01,07,105526.656751,164,PRIVATE,01-07 Damascus Library,181,1255526.96510434,590510.11709787,01-07,Damascus Library, 9701 Main St Damascus MD 20872,-77.200697822475,39.2879150822869,DAMASCUS MD 20872,9701 MAIN ST,-77.200697822475,105526.656751027,276761880.390652,39.2879150822869
242,263,1,262,0,31829605.3769,27963.3126103,10,6,14,2,1,12,12-05,12005,12,05,27963.3128733,67,HIGH SCHOOLS,12-05 Damascus HS,123,1252883.87492105,588542.124933854,12-05,Damascus HS, 25921 Ridge Rd Damascus MD 20872,-77.2100198747999,39.2824956463,Damascus MD 20872,25921 Ridge Rd,-77.2100198747999,27963.3128732404,31829605.858985,39.2824956463
243,265,1,264,0,619274113.005,152447.029554,8,6,15,2,1, 2,02-08,02008,02,08,152447.028985,62,HIGH SCHOOLS,02-08 Clarksburg HS,4,1236942.668891,567957.190954849,02-08,Clarksburg HS, 22500 Wims Rd Clarksburg MD 20871,-77.2661238349992,39.2258652181409,Clarksburg MD 20871,22500 Wims Rd,-77.2661238349992,152447.028985552,619274112.666121,39.2258652181409
244,270,1,269,0,245512549.721,92948.8218165,3,8,14,2,1,12,12-01,12001,12,01,92948.8226836,65,ELEMENTARY SCHOOLS,12-01 Damascus ES,122,1252589.00001094,589639.125168577,12-01,Damascus ES, 10201 Bethesda Church Rd Damascus MD 20872,-77.2110705498999,39.285505588,Damascus MD 20872,10201 Bethesda Church Rd,-77.2110705498999,92948.8226836361,245512549.362242,39.285505588
245,176,1,175,0,48170627.1334,43571.3995413,98,8,19,4,5,13,13-60,13060,13,60,4813.62446623,,,,,,,,,,,,,,,4813.6244662231,638349.401073632,
246,178,1,177,0,12910001.3814,19987.3173338,95,8,14,4,5, 8,08-15,08015,08,15,19987.3181146,,,,,,,,,,,,,,,19987.3181145935,12910001.2876482,
247,151,1,150,0,311648.11847,3317.62873575,122,8,19,3,5, 4,04-36,04036,04,36,3317.62865238,,,,,,,,,,,,,,,3317.6286523791,311648.056268695,
248,157,1,156,0,10453223.8483,14937.3752365,116,8,19,3,5, 4,04-36,04036,04,36,14937.375462,,,,,,,,,,,,,,,14937.3754619868,10453223.8376833,
249,158,1,157,0,655925.231182,6585.47137546,115,8,17,3,5, 4,04-41,04041,04,41,6585.47133236,,,,,,,,,,,,,,,6585.47133235809,655925.1093271,
250,208,1,207,0,166959.564375,1855.32703766,65,6,39,3,1, 9,09-32,09032,09,32,1855.32764791,,,,,,,,,,,,,,,1855.32764794916,166959.588100504,
251,210,1,209,0,25199.9133554,709.63746904,63,6,39,3,1, 9,09-32,09032,09,32,709.63754392,,,,,,,,,,,,,,,709.637543905554,25199.9458993371,
252,217,1,216,0,261071577.665,99899.0768064,56,3,14,4,5, 8,08-06,08006,08,06,99899.0772591,,,,,,,,,,,,,,,99899.07725917,261071577.251915,
253,189,1,188,0,1301902.16054,5058.89210672,84,6,17,3,2, 6,06-16,06016,06,16,5058.89235608,,,,,,,,,,,,,,,5058.8923560526,1301902.07440975,
254,190,1,189,0,7410872.7258,14814.623638,83,6,39,3,2, 9,09-38,09038,09,38,14814.6234649,,,,,,,,,,,,,,,14814.6234648705,7410872.68949616,
255,197,1,196,0,3848070.16541,10040.117029,76,6,39,3,1, 9,09-32,09032,09,32,10040.1166618,,,,,,,,,,,,,,,10040.1166618003,3848070.27475298,
256,200,1,199,0,112899239.458,53078.7339025,73,8,19,4,5, 8,08-08,08008,08,08,53078.7340179,,,,,,,,,,,,,,,53078.7340178672,112899239.692516,
257,201,1,200,0,264196.604777,2479.10487038,72,6,17,4,1, 9,09-39,09039,09,39,2479.10515755,,,,,,,,,,,,,,,2479.1051575285,264196.644397604,
258,205,1,204,0,2024613.08888,8412.61440315,68,6,39,3,1, 9,09-32,09032,09,32,8412.61432707,,,,,,,,,,,,,,,8412.61432702897,2024612.98646735,
259,219,1,218,0,13152824.9577,21282.6706817,54,6,39,4,1, 9,09-37,09037,09,37,21282.6709628,,,,,,,,,,,,,,,21282.6709627584,13152824.993847,
260,223,1,222,0,46939796.1223,32408.0790125,50,6,15,2,2, 6,06-15,06015,06,15,32408.0793511,,,,,,,,,,,,,,,32408.0793511894,46939796.3304521,
261,230,1,229,0,127738639.892,64379.2116536,43,6,15,2,1, 6,06-11,06011,06,11,64379.2131891,,,,,,,,,,,,,,,64379.2131892334,127738639.727941,
262,232,1,231,0,7598359.73952,12501.7118218,41,8,14,4,5, 8,08-14,08014,08,14,12501.7123045,,,,,,,,,,,,,,,12501.7123045378,7598360.15869253,
263,257,1,256,0,128510503.387,61399.5953975,16,6,14,2,1,12,12-04,12004,12,04,61399.5973798,,,,,,,,,,,,,,,61399.5973799283,128510503.348019,
264,258,1,257,0,438549480.813,102704.782922,15,8,14,4,1, 1,01-01,01001,01,01,102704.785345,,,,,,,,,,,,,,,102704.785345394,438549480.411436,
265,259,1,258,0,65539922.5841,37906.9504426,14,6,14,2,1, 2,02-09,02009,02,09,37906.9503808,,,,,,,,,,,,,,,37906.9503807682,65539922.5728585,
266,264,1,263,0,61894688.1197,40427.6815434,9,8,14,4,1, 1,01-01,01001,01,01,40427.6801041,,,,,,,,,,,,,,,40427.6801041596,61894688.18217,
267,266,1,265,0,19541219.2295,17948.3415259,7,8,15,2,1, 2,02-07,02007,02,07,17948.3406774,,,,,,,,,,,,,,,17948.340677386,19541218.9895629,
268,267,1,266,0,258.60395449,65.89978275,6,0,0,0,0,0,OOC,OOC, , ,65.89986483,,,,,,,,,,,,,,,65.899864844482,258.600713913197,
269,268,1,267,0,21156.7603319,814.26018586,5,0,0,0,0,0,OOC,OOC, , ,814.25979814,,,,,,,,,,,,,,,814.259798147193,21156.7483700823,
270,269,1,268,0,4416.86271939,401.28646628,4,0,0,0,0,0,OOC,OOC, , ,401.28659739,,,,,,,,,,,,,,,401.286597421287,4416.85644996673,
271,271,1,270,0,379326703.371,112418.551658,2,8,14,2,1,12,12-02,12002,12,02,112418.552791,,,,,,,,,,,,,,,112418.552791376,379326704.003875,
